Week_Start_Date,Agency,Final Incident Type,of_Incidents_Calculated,Call to First Pickup,Call to PD Calltaker Handoff,Call to FDNY Pickup,Call_to_FDNY_Job_Creation,Call to EMS Pickup,Call_to_Agency_Job_Creation,Call_to_Agency_Dispatch,Call_to_Agency_Arrival,Call_to_First_Arrival(Multi-Agency Incidents),Median Pickup,Median Calltaker Handoff,Median_FDNY_Pickup,Median FDNY Job Creation,Median_Ems_Pickup,Median Ems Job Creation,Median_Dispatch,Median_Travel,Median_Cumulative_First_Arrival(Multi-Agency Incidents),Average Travel,Average Dispatch,Average EMS Processing,Average EMS Pickup,Average Calltaker Processing,Average Pickup,Average FD Pickup,Average FD Processing
3/5/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,343,2.25,109.57,,,,,203.22,1959.3,878.06,3,79,,,,,54,1086,387,29.27,1.56,,,1.21,0.04,,
3/5/2018,NYPD (Non-CIP),Other Crimes (In Progress),2142,2.65,160.79,,,,,403.59,968.85,964.41,3,128.5,,,,,99,308,611.5,9.42,4.05,,,1.97,0.04,,
3/5/2018,NYPD (Non-CIP),Past Crime,2510,2.6,208.72,,,,,823.67,3510.64,3443.1,3,180,,,,,262.5,1451.5,2133,44.78,10.25,,,2.57,0.04,,
3/5/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,146,2.45,96.36,,,,,387.75,1337.23,1335.58,3,69,,,,,122,507.5,839.5,15.82,4.86,,,1.04,0.04,,
3/5/2018,NYPD (Non-CIP),Possible Crimes,8440,2.59,135.57,,,,,694.41,2824.43,2671.51,3,101,,,,,225,1022.5,1502.5,35.5,9.31,,,1.64,0.04,,
3/5/2018,NYPD (Non-CIP),Vehicle Accident,3055,2.52,167.6,,,,,805.74,3585.46,3504.17,3,144,,,,,292,1806,2469,46.33,10.64,,,1.94,0.04,,
2/26/2018,EMS,1. Life Threating Med Emergencies,9759,2.92,49.64,,,53.8,121.97,152.27,532.64,470.87,3,66.5,,,10.5,38,75.5,333.5,408.5,6.34,1.07,0.65,0.09,0.76,0.05,,
2/26/2018,EMS,2. Non-Life Threatening Med Emergencies,13316,2.69,67.03,,,73.07,129.91,186.36,718.33,620.62,3,81,,,10,40.5,77.5,458,517,8.87,1.25,0.52,0.13,0.94,0.04,,
2/26/2018,FDNY,1. Structural Fires,321,2.6,156.17,,,,,170.58,366.8,364.02,3,59,,,,,10,193,276,3.27,0.24,,,2.27,0.04,,
2/26/2018,FDNY,2. Non-Structural Fires,207,2.91,420.84,,,,,439.36,726.98,427.99,3,64,,,,,11,249,338,4.79,0.31,,,6.63,0.05,,
2/26/2018,FDNY,3. Medical Emergencies,2344,3.79,320.06,,,72.25,313.25,347.14,631.58,417.78,3,111.5,,,5,50,7,267,390,4.74,0.45,4.1,0.09,5.27,0.06,,
2/26/2018,FDNY,4. Non-Medical Emergencies,3760,3.51,440.11,,,,,512.68,854.22,766.01,3,90,,,,,14,293,418,5.69,1.21,,,6.83,0.06,,
2/26/2018,NYPD,1. Critical,863,2.6,116.11,,,,,204.16,378.84,368.84,3,93,,,,,55,123,307,2.91,1.47,,,1.35,0.04,,
2/26/2018,NYPD,2. Serious,2104,2.6,115.83,,,,,224.33,520.24,502.09,3,88,,,,,67,176,369,4.93,1.81,,,1.34,0.04,,
2/26/2018,NYPD,3. Non-Critical,607,2.56,162.48,,,,,402.38,1030.75,1019.57,3,134,,,,,104,340,645,10.47,4,,,1.77,0.04,,
2/26/2018,NYPD (Non-CIP),Alarms,2901,3.04,124.12,,,,,681.42,2668.63,2636.85,3,105,,,,,255,1018,1643,33.12,9.29,,,1.64,0.05,,
2/26/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1484,2.83,162.26,,,,,583.03,1894.83,1865.87,3,140,,,,,186.5,616,1119,21.86,7.01,,,1.97,0.05,,
2/26/2018,NYPD (Non-CIP),Dispute,5295,2.64,177.97,,,,,739.45,2448.16,2418.05,3,151,,,,,202,755,1378,28.48,9.36,,,2.1,0.04,,
2/26/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,448,2.63,112.36,,,,,189.87,1942,785.22,3,76,,,,,48,996.5,381,29.2,1.29,,,1.24,0.04,,
2/26/2018,NYPD (Non-CIP),Other Crimes (In Progress),2699,2.55,159.48,,,,,388.35,947.52,940.89,3,130,,,,,104,295,622,9.32,3.81,,,1.77,0.04,,
2/26/2018,NYPD (Non-CIP),Past Crime,3041,2.64,214.99,,,,,853.89,3568.86,3509.81,3,184,,,,,250,1479,2169,45.25,10.65,,,2.48,0.04,,
2/26/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,231,2.28,104.27,,,,,426.73,1323.52,1294.19,3,84,,,,,113,523,917,14.95,5.37,,,1.06,0.04,,
2/26/2018,NYPD (Non-CIP),Possible Crimes,10473,2.75,139.23,,,,,749.23,2905.93,2713.04,3,106,,,,,231,1073,1572,35.95,10.17,,,1.62,0.05,,
2/26/2018,NYPD (Non-CIP),Vehicle Accident,3663,2.98,169.76,,,,,857.67,3707.83,3622.62,3,142,,,,,288,1787,2412,47.5,11.47,,,1.99,0.05,,
2/19/2018,EMS,1. Life Threating Med Emergencies,9860,2.34,44.54,,,48.35,120.15,148.19,523.91,468.61,3,68.5,,,10.5,38,75,329.25,404.5,6.26,0.94,0.59,0.08,0.68,0.04,,
2/19/2018,EMS,2. Non-Life Threatening Med Emergencies,13450,1.64,51.72,,,57.17,129.7,183.88,698.18,607.44,3,85,,,10.5,42,78,446.25,507.5,8.57,0.92,0.42,0.11,0.62,0.03,,
2/19/2018,FDNY,1. Structural Fires,305,1.69,79.32,,,,,92.04,288.86,277.67,3,64.5,,,,,10,192,272,3.28,0.21,,,0.54,0.03,,
2/19/2018,FDNY,2. Non-Structural Fires,179,1.72,75.23,,,,,88.51,329.41,321.76,3,52,,,,,10,235,311,4.02,0.22,,,0.58,0.03,,
2/19/2018,FDNY,3. Medical Emergencies,2614,3.43,180.61,,,70.57,176.74,208.39,488.92,405.93,3,109,,,5,50,7,260,382,4.68,0.46,1.81,0.09,2.95,0.06,,
2/19/2018,FDNY,4. Non-Medical Emergencies,2756,1.68,173.11,,,,,189.29,485.85,442.45,3,83,,,,,12,266,372,4.94,0.27,,,1.7,0.03,,
2/19/2018,NYPD,1. Critical,959,1.8,117.26,,,,,199.32,381.24,370.85,3,87.5,,,,,55,122,303,3.03,1.37,,,0.96,0.03,,
2/19/2018,NYPD,2. Serious,2156,1.63,114.7,,,,,220.95,475.25,464.16,3,88,,,,,66,173,367,4.24,1.77,,,0.87,0.03,,
2/19/2018,NYPD,3. Non-Critical,612,1.49,161.48,,,,,395.08,1010.81,989.63,3,119,,,,,104.5,326,638.5,10.26,3.89,,,1.07,0.02,,
2/19/2018,NYPD (Non-CIP),Alarms,2606,2.04,125.18,,,,,617.18,2391.18,2391.18,3,106,,,,,241,930.5,1500.5,29.57,8.2,,,1.16,0.03,,
2/19/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1529,1.74,167.08,,,,,617.25,1920.81,1909.49,3,140,,,,,178,593,1140,21.73,7.5,,,1.32,0.03,,
2/19/2018,NYPD (Non-CIP),Dispute,5364,1.49,175.28,,,,,671,2200.78,2190.92,3,144,,,,,178,692,1271,25.5,8.26,,,1.19,0.02,,
2/19/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,443,1.47,112.89,,,,,183.98,2172.48,889.46,3,83,,,,,47,1031,366,33.14,1.18,,,0.77,0.02,,
2/19/2018,NYPD (Non-CIP),Other Crimes (In Progress),2554,1.58,159.81,,,,,373.73,927.03,922.97,3,130,,,,,95,293.5,603,9.22,3.57,,,1.14,0.03,,
2/19/2018,NYPD (Non-CIP),Past Crime,3008,1.55,217.53,,,,,780.16,3297.34,3252.6,3,179,,,,,229,1390,2065.5,41.95,9.38,,,1.51,0.03,,
2/19/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,201,0.7,89.93,,,,,361.5,1162.9,1160.59,3,70,,,,,109,525,803,13.36,4.53,,,0.29,0.01,,
2/19/2018,NYPD (Non-CIP),Possible Crimes,9566,1.39,138.57,,,,,651.9,2577.61,2511.36,3,107,,,,,211,943,1450,32.1,8.56,,,0.94,0.02,,
2/19/2018,NYPD (Non-CIP),Vehicle Accident,3144,1.41,170.76,,,,,760.89,3266.79,3234.3,3,140,,,,,262,1591.5,2304,41.77,9.84,,,1.06,0.02,,
2/12/2018,EMS,1. Life Threating Med Emergencies,10450,2.79,49.7,,,53.62,106.41,149.94,550.29,486.15,3,72,,,9.5,37,75,348.25,412.25,6.67,1.12,0.56,0.08,0.77,0.05,,
2/12/2018,EMS,2. Non-Life Threatening Med Emergencies,14861,2.7,63.83,,,69.58,94.67,223.24,803.87,684.74,3,83.5,,,10,40,79.5,481.75,530,9.68,1.86,0.21,0.12,0.95,0.04,,
2/12/2018,FDNY,1. Structural Fires,301,2.37,75.14,,,,,88.91,287.38,282.67,3,62,,,,,10,195,272,3.31,0.23,,,0.89,0.04,,
2/12/2018,FDNY,2. Non-Structural Fires,213,2.6,76.4,,,,,89.82,341.04,335.69,3,65,,,,,11,239,312,4.19,0.22,,,0.92,0.04,,
2/12/2018,FDNY,3. Medical Emergencies,2592,3.5,188.39,,,69.81,184.4,224.08,512.38,422.08,3,111.5,,,5,52,7,268,393,4.81,0.59,1.95,0.09,3.08,0.06,,
2/12/2018,FDNY,4. Non-Medical Emergencies,2910,2.75,181.92,,,,,200.53,508.02,458.42,3,78,,,,,12,271,380,5.12,0.31,,,2.35,0.05,,
2/12/2018,NYPD,1. Critical,924,2.88,116.67,,,,,206.39,389.46,376.57,3,89,,,,,55,129,315,3.05,1.5,,,1.46,0.05,,
2/12/2018,NYPD,2. Serious,2213,2.68,117.22,,,,,232.01,508.63,494.5,3,89,,,,,68,182,386,4.61,1.91,,,1.45,0.04,,
2/12/2018,NYPD,3. Non-Critical,575,2.74,157.24,,,,,395.81,1077.89,1074.08,3,131,,,,,111,335,659,11.37,3.98,,,1.94,0.05,,
2/12/2018,NYPD (Non-CIP),Alarms,2720,2.89,125.9,,,,,651.4,2525.16,2525.16,3,106,,,,,245,930.5,1529.5,31.23,8.76,,,1.67,0.05,,
2/12/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1420,2.68,164.68,,,,,648.42,2113.4,2095.35,3,143,,,,,199,661.5,1164.5,24.42,8.06,,,2.04,0.04,,
2/12/2018,NYPD (Non-CIP),Dispute,5194,2.68,176.39,,,,,743.84,2369.13,2348.77,3,149,,,,,196,749.5,1339,27.09,9.46,,,2.17,0.04,,
2/12/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,466,2.94,113.41,,,,,203.63,2199.05,992.97,3,83,,,,,51,1125.5,396.5,33.26,1.5,,,1.37,0.05,,
2/12/2018,NYPD (Non-CIP),Other Crimes (In Progress),2604,2.67,155.98,,,,,389.88,941.91,937.15,3,132,,,,,104,301.5,620,9.2,3.9,,,1.9,0.04,,
2/12/2018,NYPD (Non-CIP),Past Crime,3246,2.67,207.71,,,,,856.01,3483.36,3412.2,3,177,,,,,261.5,1485.5,2181.5,43.79,10.81,,,2.52,0.04,,
2/12/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,218,2.44,95.93,,,,,366.03,1401.09,1400.92,3,76,,,,,128,643.5,976,17.25,4.5,,,1.07,0.04,,
2/12/2018,NYPD (Non-CIP),Possible Crimes,9576,2.61,138.55,,,,,699.78,2780.48,2697.11,3,106,,,,,224,1045,1579,34.68,9.35,,,1.66,0.04,,
2/12/2018,NYPD (Non-CIP),Vehicle Accident,3512,2.65,170.86,,,,,809.98,3609.44,3566.67,3,145,,,,,278.5,1832,2512.5,46.66,10.65,,,2.04,0.04,,
2/5/2018,EMS,1. Life Threating Med Emergencies,10478,2.9,51.57,,,55.9,114.87,151.1,547.5,485.06,3,67,,,10,38,79,352,415,6.61,1.15,0.59,0.09,0.79,0.05,,
2/5/2018,EMS,2. Non-Life Threatening Med Emergencies,14682,2.9,65.54,,,71.53,108.17,201.62,775.76,666.31,3,80.25,,,10,40.5,81.5,488.5,532,9.57,1.74,0.3,0.13,0.98,0.05,,
2/5/2018,FDNY,1. Structural Fires,290,3.02,78.11,,,,,92.88,300.84,297.15,3,63,,,,,11,202,281.5,3.47,0.25,,,0.99,0.05,,
2/5/2018,FDNY,2. Non-Structural Fires,242,2.67,84.29,,,,,99.13,334.31,329.65,3,68,,,,,12,221.5,303.5,3.92,0.25,,,1,0.04,,
2/5/2018,FDNY,3. Medical Emergencies,2626,3.62,202,,,71.88,197.65,231.69,519.7,426.6,3,112,,,5,51,7,266,394,4.8,0.49,2.14,0.09,3.31,0.06,,
2/5/2018,FDNY,4. Non-Medical Emergencies,2868,2.86,154.21,,,,,170.53,477.07,450.62,3,78,,,,,12,270,378,5.11,0.27,,,2.07,0.05,,
2/5/2018,NYPD,1. Critical,846,2.84,112.83,,,,,194.79,386.26,358.1,3,88,,,,,59,132.5,310,3.19,1.37,,,1.49,0.05,,
2/5/2018,NYPD,2. Serious,2030,2.86,119.26,,,,,231.75,520.4,497.62,3,92,,,,,69,170,377,4.81,1.87,,,1.57,0.05,,
2/5/2018,NYPD,3. Non-Critical,609,2.74,177.46,,,,,420.08,1003.28,997.89,3,152,,,,,117,361,706,9.72,4.04,,,2.31,0.05,,
2/5/2018,NYPD (Non-CIP),Alarms,2716,2.91,128.16,,,,,634.08,2481.34,2481.34,3,107,,,,,231,928,1480.5,30.79,8.43,,,1.68,0.05,,
2/5/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1417,2.93,165.57,,,,,685.82,1959.88,1947.63,3,144,,,,,206,605,1147,21.23,8.67,,,2.23,0.05,,
2/5/2018,NYPD (Non-CIP),Dispute,5061,2.85,179.72,,,,,715.2,2352.29,2341.28,3,153,,,,,196,749,1344,27.28,8.92,,,2.37,0.05,,
2/5/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,452,3.15,109.47,,,,,202.32,2411.28,907.47,3,83,,,,,62,1308.5,376,36.82,1.55,,,1.39,0.05,,
2/5/2018,NYPD (Non-CIP),Other Crimes (In Progress),2438,2.78,166.33,,,,,404.5,991.01,979.44,3,137,,,,,105,299.5,644,9.78,3.97,,,2.13,0.05,,
2/5/2018,NYPD (Non-CIP),Past Crime,3044,2.93,217.49,,,,,853.93,3622.05,3566.61,3,184.5,,,,,243.5,1513,2238,46.14,10.61,,,2.88,0.05,,
2/5/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,207,2.83,96.66,,,,,356.03,1361.88,1360.42,3,76,,,,,124,598,978,16.76,4.32,,,1.18,0.05,,
2/5/2018,NYPD (Non-CIP),Possible Crimes,9328,2.78,142.78,,,,,710.72,2800.21,2729.71,3,110,,,,,232,1045,1592,34.82,9.47,,,1.84,0.05,,
2/5/2018,NYPD (Non-CIP),Vehicle Accident,3381,2.97,168.31,,,,,845.94,3561.37,3498.82,3,144,,,,,290,1717,2376,45.26,11.29,,,2.19,0.05,,
1/29/2018,EMS,1. Life Threating Med Emergencies,10232,3.3,58.12,,,62.76,114.14,145.77,536.19,475.68,3,66,,,9.5,38.5,75,349.75,408.75,6.51,1.25,0.69,0.1,0.91,0.05,,
1/29/2018,EMS,2. Non-Life Threatening Med Emergencies,14336,3.29,72.37,,,78.98,114.99,182.53,751.29,645.89,3,79,,,10,41.5,80,486,531.5,9.48,1.63,0.47,0.14,1.13,0.05,,
1/29/2018,FDNY,1. Structural Fires,308,3.17,70.87,,,,,84.02,279.12,275.44,3,59,,,,,10,191.5,271,3.25,0.22,,,1.06,0.05,,
1/29/2018,FDNY,2. Non-Structural Fires,177,3.37,119.31,,,,,135.37,397.32,371.52,3,59,,,,,12,244,330,4.37,0.27,,,1.89,0.06,,
1/29/2018,FDNY,3. Medical Emergencies,3050,3.49,193.14,,,71.05,188.99,221.58,510.88,426.86,3,112,,,5,50,8,268,391.5,4.82,0.47,2.01,0.09,3.16,0.06,,
1/29/2018,FDNY,4. Non-Medical Emergencies,2893,3.3,155.96,,,,,172.44,473.31,441.6,3,75,,,,,12,270,374,5.01,0.27,,,2.27,0.06,,
1/29/2018,NYPD,1. Critical,880,3.29,114.49,,,,,196.8,371.05,360.41,3,88,,,,,57,124,303,2.9,1.37,,,1.75,0.05,,
1/29/2018,NYPD,2. Serious,2036,3.2,114.82,,,,,221.62,475.17,455.99,3,87,,,,,66.5,166.5,363,4.23,1.78,,,1.74,0.05,,
1/29/2018,NYPD,3. Non-Critical,610,3.32,166.88,,,,,401.05,1024.17,1011.59,3,139.5,,,,,122,322,662,10.39,3.9,,,2.56,0.06,,
1/29/2018,NYPD (Non-CIP),Alarms,2853,3.29,122.24,,,,,602.35,2356.55,2355.56,3,104,,,,,243,922,1516,29.24,8,,,1.87,0.05,,
1/29/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1375,3.26,162.16,,,,,598.88,2005.46,1988.78,3,139,,,,,187,615,1139,23.44,7.28,,,2.45,0.05,,
1/29/2018,NYPD (Non-CIP),Dispute,5270,3.23,173.87,,,,,716.23,2308.68,2291.36,3,149,,,,,195,726.5,1339,26.54,9.04,,,2.65,0.05,,
1/29/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,446,3.18,113.11,,,,,202.76,2249.17,830.01,3,81.5,,,,,53.5,1113.5,372,34.11,1.49,,,1.71,0.05,,
1/29/2018,NYPD (Non-CIP),Other Crimes (In Progress),2543,3.33,161.62,,,,,389.55,965.94,957.46,3,137,,,,,105,305,639,9.61,3.8,,,2.49,0.06,,
1/29/2018,NYPD (Non-CIP),Past Crime,3072,3.26,217.71,,,,,846.93,3393.82,3314.2,3,184,,,,,251,1430,2136,42.45,10.49,,,3.41,0.05,,
1/29/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,222,3.32,97.41,,,,,405.97,1409.01,1404.14,3,78,,,,,118.5,579.5,989.5,16.72,5.14,,,1.51,0.06,,
1/29/2018,NYPD (Non-CIP),Possible Crimes,8859,3.22,140.42,,,,,664.71,2687.93,2619.45,3,106,,,,,225,1020,1566,33.72,8.74,,,2.13,0.05,,
1/29/2018,NYPD (Non-CIP),Vehicle Accident,3366,3.35,170.19,,,,,802.46,3471.59,3427.83,3,145,,,,,294,1701.5,2356,44.49,10.54,,,2.66,0.06,,
1/22/2018,EMS,1. Life Threating Med Emergencies,10375,3.45,60.22,,,65.13,113.06,148.49,545.2,483.22,3,63.5,,,11,38,78,350,415,6.61,1.38,0.74,0.1,0.95,0.06,,
1/22/2018,EMS,2. Non-Life Threatening Med Emergencies,14212,3.46,76.02,,,82.6,100.6,198.14,787.18,677.29,3,80.5,,,11,41.5,83.5,489.75,535.5,9.82,1.93,0.27,0.14,1.21,0.06,,
1/22/2018,FDNY,1. Structural Fires,309,3.6,73.19,,,,,85.88,280.44,277.11,3,60,,,,,10,194,271,3.24,0.21,,,1.16,0.06,,
1/22/2018,FDNY,2. Non-Structural Fires,229,3.29,84.32,,,,,98.74,347.72,337.59,3,67,,,,,11,231,306,4.15,0.24,,,1.35,0.05,,
1/22/2018,FDNY,3. Medical Emergencies,3175,3.46,185.17,,,69.28,181.19,213.42,502.13,422.06,3,112,,,5,52,7,266,392,4.81,0.47,1.9,0.09,3.03,0.06,,
1/22/2018,FDNY,4. Non-Medical Emergencies,2872,3.4,160.46,,,,,177.43,487.8,455.93,3,75,,,,,12,270,379,5.17,0.28,,,2.62,0.06,,
1/22/2018,NYPD,1. Critical,977,3.44,115.37,,,,,200.12,397.36,382.82,3,91,,,,,57,135,323,3.29,1.41,,,1.87,0.06,,
1/22/2018,NYPD,2. Serious,2241,3.44,115.69,,,,,223.78,513.43,492.52,3,86,,,,,66,173,372,4.83,1.8,,,1.87,0.06,,
1/22/2018,NYPD,3. Non-Critical,632,3.35,166.8,,,,,405.55,1032.46,1025.62,3,135,,,,,110,335.5,665.5,10.45,3.98,,,2.72,0.06,,
1/22/2018,NYPD (Non-CIP),Alarms,2647,3.48,121.4,,,,,618.12,2465.24,2465.24,3,104,,,,,233,892,1461,30.79,8.28,,,1.97,0.06,,
1/22/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1361,3.33,161.95,,,,,655.21,1971.33,1949.15,3,139,,,,,198,612,1142,21.94,8.22,,,2.64,0.06,,
1/22/2018,NYPD (Non-CIP),Dispute,5111,3.43,179.59,,,,,722.21,2343.62,2330.5,3,152,,,,,203,766,1381,27.02,9.04,,,2.94,0.06,,
1/22/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,454,3.46,109.87,,,,,205.35,2083.14,815.1,3,82,,,,,51,1173,385,31.3,1.59,,,1.77,0.06,,
1/22/2018,NYPD (Non-CIP),Other Crimes (In Progress),2517,3.43,166.16,,,,,417.74,1026.64,1025.68,3,138,,,,,108,310,653,10.15,4.19,,,2.71,0.06,,
1/22/2018,NYPD (Non-CIP),Past Crime,3190,3.42,211.6,,,,,818.53,3537,3486.52,3,181,,,,,253,1465,2175,45.31,10.12,,,3.47,0.06,,
1/22/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,230,3.67,89.64,,,,,442.3,1427.14,1371.82,3,70.5,,,,,114.5,566.5,958.5,16.41,5.88,,,1.43,0.06,,
1/22/2018,NYPD (Non-CIP),Possible Crimes,8826,3.44,144.12,,,,,721.06,2835.46,2748.1,3,108,,,,,242,1037.5,1635,35.24,9.62,,,2.34,0.06,,
1/22/2018,NYPD (Non-CIP),Vehicle Accident,3273,3.5,170.41,,,,,803.16,3563.18,3500.35,3,145,,,,,298,1691,2442,46,10.55,,,2.78,0.06,,
1/15/2018,EMS,1. Life Threating Med Emergencies,10363,3.49,60.29,,,65.36,114.45,149.5,542.97,483.27,3,66,,,11,38,78,342,408,6.56,1.37,0.75,0.11,0.95,0.06,,
1/15/2018,EMS,2. Non-Life Threatening Med Emergencies,14150,3.44,77.92,,,84.67,116.7,202.59,784.52,677.22,3,79.5,,,11,41,80.5,491.5,535.5,9.7,1.93,0.45,0.14,1.24,0.06,,
1/15/2018,FDNY,1. Structural Fires,319,3.5,67.63,,,,,81.16,278.57,274.12,3,59,,,,,11,185,265,3.29,0.23,,,1.07,0.06,,
1/15/2018,FDNY,2. Non-Structural Fires,284,3.37,120.25,,,,,134.11,395.56,385.71,3,60,,,,,11,242,329,4.36,0.23,,,1.95,0.06,,
1/15/2018,FDNY,3. Medical Emergencies,3038,3.41,189.02,,,69.07,184.93,215.54,504.27,423.97,3,111,,,5,51,7,269,392,4.81,0.44,1.97,0.09,3.09,0.06,,
1/15/2018,FDNY,4. Non-Medical Emergencies,3469,3.51,148.54,,,,,165.42,482.83,449.43,3,74,,,,,12,279,381,5.29,0.28,,,2.42,0.06,,
1/15/2018,NYPD,1. Critical,900,3.45,111.43,,,,,207.4,401.56,388.35,3,83,,,,,59.5,127.5,307.5,3.24,1.6,,,1.8,0.06,,
1/15/2018,NYPD,2. Serious,2137,3.42,111.89,,,,,227.74,497.19,483.79,3,86,,,,,66,174,370,4.49,1.93,,,1.81,0.06,,
1/15/2018,NYPD,3. Non-Critical,611,3.35,162.47,,,,,405.43,1059.93,1019.17,3,135,,,,,111,356,655,10.91,4.05,,,2.65,0.06,,
1/15/2018,NYPD (Non-CIP),Alarms,2742,3.52,120.93,,,,,594.55,2420.76,2420.76,3,101,,,,,240,942,1528,30.44,7.89,,,1.96,0.06,,
1/15/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1407,3.44,161.28,,,,,654.28,1986.32,1976.14,3,137,,,,,214,652,1200,22.2,8.22,,,2.63,0.06,,
1/15/2018,NYPD (Non-CIP),Dispute,5205,3.48,172.04,,,,,689.58,2346.38,2327.69,3,145,,,,,198,784,1376,27.61,8.63,,,2.81,0.06,,
1/15/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,516,3.71,103.66,,,,,228.46,2165.16,694.84,3,76,,,,,67,1171,360,32.28,2.08,,,1.67,0.06,,
1/15/2018,NYPD (Non-CIP),Other Crimes (In Progress),2359,3.48,154.1,,,,,402.98,978.31,971.82,3,131,,,,,107,306,633,9.59,4.15,,,2.51,0.06,,
1/15/2018,NYPD (Non-CIP),Past Crime,3164,3.46,204.88,,,,,860.47,3405.81,3362.97,3,175.5,,,,,251.5,1408.5,2111,42.42,10.93,,,3.36,0.06,,
1/15/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,250,3.49,93.58,,,,,371.75,1478.6,1458.89,3,70,,,,,111.5,638.5,986,18.45,4.64,,,1.5,0.06,,
1/15/2018,NYPD (Non-CIP),Possible Crimes,8511,3.48,140.69,,,,,677.47,2775.58,2666.45,3,108,,,,,229,994,1483,34.97,8.95,,,2.29,0.06,,
1/15/2018,NYPD (Non-CIP),Vehicle Accident,3348,3.49,163.31,,,,,798.21,3531.17,3483.18,3,138,,,,,288,1716,2394.5,45.55,10.58,,,2.66,0.06,,
1/8/2018,EMS,1. Life Threating Med Emergencies,11323,4.1,60.02,,,64.93,86.24,163.3,608.97,535.5,3,68.5,,,10.5,38.5,83,375,441,7.43,1.54,0.26,0.1,0.94,0.07,,
1/8/2018,EMS,2. Non-Life Threatening Med Emergencies,14812,3.99,79,,,86,26.88,341.72,1053.14,884.37,3,80.5,,,12,41.5,93.5,546.75,602,11.86,4.06,-1.03,0.15,1.25,0.07,,
1/8/2018,FDNY,1. Structural Fires,358,4.12,106.21,,,,,123.56,337.13,321.92,3,61,,,,,13,203.5,287,3.56,0.29,,,1.7,0.07,,
1/8/2018,FDNY,2. Non-Structural Fires,906,4.5,95.39,,,,,115.57,387.95,373.5,3,62,,,,,16,259,353.5,4.54,0.34,,,1.51,0.08,,
1/8/2018,FDNY,3. Medical Emergencies,3300,4.23,237.54,,,70.38,232.47,285.15,586.94,480.25,3,115,,,5,55,8,272,409,5.03,0.79,2.76,0.09,3.89,0.07,,
1/8/2018,FDNY,4. Non-Medical Emergencies,5612,4.17,152.47,,,,,198.5,576.05,543.07,3,76,,,,,14,316,426,6.29,0.77,,,2.47,0.07,,
1/8/2018,NYPD,1. Critical,906,3.87,115.17,,,,,217.48,420.27,407.45,3,84,,,,,60.5,140,328,3.38,1.71,,,1.86,0.06,,
1/8/2018,NYPD,2. Serious,2078,3.93,116.12,,,,,238.06,541.68,519.88,3,88,,,,,68,185.5,388,5.06,2.03,,,1.87,0.07,,
1/8/2018,NYPD,3. Non-Critical,622,3.8,165.52,,,,,434.8,1053.9,1042.98,3,139,,,,,112,365.5,696,10.32,4.49,,,2.7,0.06,,
1/8/2018,NYPD (Non-CIP),Alarms,3108,3.85,125.55,,,,,675.96,2620.3,2620.1,3,105,,,,,253,1005,1598,32.41,9.17,,,2.03,0.06,,
1/8/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1384,3.95,165.55,,,,,698.43,2124.63,2103.44,3,143,,,,,219,687.5,1279.5,23.77,8.88,,,2.69,0.07,,
1/8/2018,NYPD (Non-CIP),Dispute,5212,3.86,176.11,,,,,802.14,2622.29,2613.31,3,153,,,,,217,847,1488.5,30.34,10.43,,,2.87,0.06,,
1/8/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,568,4.21,108.65,,,,,204.39,2470.02,825.58,3,78,,,,,56,1505.5,400.5,37.76,1.6,,,1.74,0.07,,
1/8/2018,NYPD (Non-CIP),Other Crimes (In Progress),2478,3.88,156.88,,,,,433.63,1070.3,1066.24,3,131,,,,,114,327,678,10.61,4.61,,,2.55,0.06,,
